loss,iou,epoch,step,val_loss,val_iou
,,80,1133,0.25628381967544556,0.8713547766208649
0.2088668942451477,0.9121752977371216,81,1147,,
,,81,1147,0.21267323195934296,0.9071834802627563
0.2595377564430237,0.8508095145225525,82,1161,,
,,82,1161,0.23353295028209686,0.8901669561862946
0.9287252426147461,0.5400418639183044,83,1175,,
,,83,1175,0.2189086377620697,0.9140336632728576
0.25385719537734985,0.8910396099090576,84,1189,,
,,84,1189,0.3014655113220215,0.8351424276828766
0.38938602805137634,0.7860715389251709,85,1203,,
,,85,1203,0.38373130559921265,0.7658756792545318
0.17894119024276733,0.9518192410469055,86,1217,,
,,86,1217,0.26553234457969666,0.8606344521045685
0.2605661451816559,0.8715767860412598,87,1231,,
,,87,1231,0.23686471581459045,0.8750705897808075
0.20900362730026245,0.8965927362442017,88,1245,,
,,88,1245,0.21773862838745117,0.9086979687213897
0.24914568662643433,0.8696646690368652,89,1259,,
,,89,1259,0.20555445551872253,0.9068602025508881
0.24343445897102356,0.8740007877349854,90,1273,,
,,90,1273,0.3049739599227905,0.8415389895439148
0.1834506392478943,0.9228082895278931,91,1287,,
,,91,1287,0.24202749133110046,0.8882506132125855
0.4064313769340515,0.8288203477859497,92,1301,,
,,92,1301,0.23638133704662323,0.8949735760688782
0.5788947343826294,0.6559945940971375,93,1315,,
,,93,1315,0.24965409934520721,0.8763268709182739
0.29890844225883484,0.8140019178390503,94,1329,,
,,94,1329,0.2592008709907532,0.8719616413116456
0.20956555008888245,0.8853632211685181,95,1343,,
,,95,1343,0.2479419708251953,0.8729653298854828
0.22119557857513428,0.898184061050415,96,1357,,
,,96,1357,0.46101364493370056,0.7233635127544403
0.1851676106452942,0.9191396236419678,97,1371,,
,,97,1371,0.23333394527435303,0.8884507954120636
0.20034006237983704,0.8945361375808716,98,1385,,
,,98,1385,0.2308918535709381,0.9024146199226379
0.18901531398296356,0.8993423581123352,99,1399,,
,,99,1399,0.21808676421642303,0.9106857240200043
0.15454408526420593,0.9267522096633911,100,1413,,
,,100,1413,0.23671908676624298,0.91397043466568
0.17366492748260498,0.9196009635925293,101,1427,,
,,101,1427,0.22660169005393982,0.882921701669693
0.24336811900138855,0.8758141994476318,102,1441,,
,,102,1441,0.34623411297798157,0.8128322780132293
0.24817660450935364,0.8766679763793945,103,1455,,
,,103,1455,0.2538483738899231,0.875489330291748
0.1489698737859726,0.9311944246292114,104,1469,,
,,104,1469,0.23048341274261475,0.9085969746112823
0.19770711660385132,0.9160171151161194,105,1483,,
,,105,1483,0.30496835708618164,0.8387548983097076
0.6348027586936951,0.7106633186340332,106,1497,,
,,106,1497,0.242923766374588,0.8885709643363953
0.26803305745124817,0.8563270568847656,107,1511,,
,,107,1511,0.22735241055488586,0.8951076030731201
0.2526119649410248,0.8769360780715942,108,1525,,
,,108,1525,0.28043264150619507,0.8629720568656921
0.19722998142242432,0.902671754360199,109,1539,,
,,109,1539,0.2241472750902176,0.8989167094230652
0.536491334438324,0.7945936322212219,110,1553,,
,,110,1553,0.26190274953842163,0.8703239858150482
0.19925659894943237,0.9100837707519531,111,1567,,
,,111,1567,0.2636416554450989,0.8851467490196228
0.39853206276893616,0.7974860668182373,112,1581,,
,,112,1581,0.3039877116680145,0.8251626372337342
0.335968941450119,0.860149621963501,113,1595,,
,,113,1595,0.22742538154125214,0.9085171401500702
0.13031595945358276,0.9349318742752075,114,1609,,
,,114,1609,0.3070293366909027,0.832306170463562
0.198091059923172,0.9130726456642151,115,1623,,
,,115,1623,0.26357775926589966,0.8761555194854737
0.1681670993566513,0.9268094301223755,116,1637,,
,,116,1637,0.22216787934303284,0.9022243976593017
0.12440982460975647,0.9529473781585693,117,1651,,
,,117,1651,0.26972833275794983,0.8566091299057007
0.137136310338974,0.9403045177459717,118,1665,,
,,118,1665,0.21350865066051483,0.9004640638828277
0.4276592433452606,0.7491238713264465,119,1679,,
,,119,1679,0.24489226937294006,0.8979983866214752
0.2664957344532013,0.8723793029785156,120,1693,,
,,120,1693,0.2613299489021301,0.8732582092285156
0.2048908770084381,0.8971901535987854,121,1707,,
,,121,1707,0.24334776401519775,0.8942645490169525
0.16137221455574036,0.9265916347503662,122,1721,,
,,122,1721,0.23576578497886658,0.9015934288501739
0.24240422248840332,0.8650819659233093,123,1735,,
,,123,1735,0.2658023238182068,0.8721780180931091
0.7798124551773071,0.6549012064933777,124,1749,,
,,124,1749,0.23411646485328674,0.9164362072944641
0.2546946108341217,0.8815871477127075,125,1763,,
,,125,1763,0.2609284520149231,0.8691456973552704
0.17047882080078125,0.9254070520401001,126,1777,,
,,126,1777,0.3206321597099304,0.8277096152305603
0.18466384708881378,0.9087004661560059,127,1791,,
,,127,1791,0.2461027204990387,0.8847445845603943
0.27435559034347534,0.8522591590881348,128,1805,,
,,128,1805,0.25980451703071594,0.8753996729850769
0.2969709038734436,0.8610811829566956,129,1819,,
,,129,1819,0.26145556569099426,0.9127232789993286
0.5902994871139526,0.6270189881324768,130,1833,,
,,130,1833,0.2750087380409241,0.8975339412689209
0.17209270596504211,0.9337865114212036,131,1847,,
,,131,1847,0.31902220845222473,0.8417431652545929
2.010796070098877,0.4276319146156311,132,1861,,
,,132,1861,0.29604992270469666,0.907843554019928
0.4879709780216217,0.8046354055404663,133,1875,,
,,133,1875,0.3356151878833771,0.8212914347648621
0.21010738611221313,0.9197270274162292,134,1889,,
,,134,1889,0.2707885205745697,0.8618552327156067
0.19185060262680054,0.9246466755867004,135,1903,,
,,135,1903,0.25004690885543823,0.8816347539424896
0.24027910828590393,0.8638169765472412,136,1917,,
,,136,1917,0.24316616356372833,0.8764007031917572
0.8497834205627441,0.6266542673110962,137,1931,,
,,137,1931,0.22071285545825958,0.9191555857658387
0.1406143307685852,0.9504421949386597,138,1945,,
,,138,1945,0.2223072499036789,0.8991856157779694
0.14332082867622375,0.9405386447906494,139,1959,,
,,139,1959,0.36188557744026184,0.8186771690845489
0.15267784893512726,0.9399640560150146,140,1973,,
,,140,1973,0.23134851455688477,0.8987556755542755
0.4732389450073242,0.7341119050979614,141,1987,,
,,141,1987,0.26059362292289734,0.8734760642051697
0.12451441586017609,0.9612719416618347,142,2001,,
,,142,2001,0.3355512022972107,0.8150943696498871
0.29438960552215576,0.8537502288818359,143,2015,,
,,143,2015,0.25161343812942505,0.8983657956123352
0.1848132163286209,0.9068155288696289,144,2029,,
,,144,2029,0.22886598110198975,0.9002217352390289
0.21252335608005524,0.8757284283638,145,2043,,
,,145,2043,0.23027987778186798,0.9089211523532867
0.21773572266101837,0.9020702838897705,146,2057,,
,,146,2057,0.25048649311065674,0.8835177779197693
0.2862401604652405,0.8557736873626709,147,2071,,
,,147,2071,0.2260725200176239,0.9052281022071839
0.16486945748329163,0.9294537305831909,148,2085,,
,,148,2085,0.3061281740665436,0.8526887893676758
0.1246906965970993,0.9679136872291565,149,2099,,
,,149,2099,0.23732547461986542,0.9103936374187469
0.25232094526290894,0.8886319398880005,150,2113,,
,,150,2113,0.24288813769817352,0.8983593285083771
0.23433008790016174,0.8842632174491882,151,2127,,
,,151,2127,0.2651904225349426,0.8754069924354553
0.14584748446941376,0.934961199760437,152,2141,,
,,152,2141,0.2664068043231964,0.8940740525722504
0.21546198427677155,0.8998274207115173,153,2155,,
,,153,2155,0.27043670415878296,0.8782707512378692
0.19379089772701263,0.8991648554801941,154,2169,,
,,154,2169,0.24714572727680206,0.899470329284668
0.19117587804794312,0.9139826893806458,155,2183,,
,,155,2183,0.2373349368572235,0.9064231991767884
0.14826355874538422,0.9488757848739624,156,2197,,
,,156,2197,0.2854815423488617,0.8751628160476684
0.2196679413318634,0.8974078893661499,157,2211,,
,,157,2211,0.2627168297767639,0.8873358130455017
0.08909749984741211,0.9728480577468872,158,2225,,
,,158,2225,0.25599223375320435,0.898999172449112
0.1970352828502655,0.9072214365005493,159,2239,,
,,159,2239,0.2719860076904297,0.8757569968700409
0.26569849252700806,0.864513099193573,160,2253,,
,,160,2253,0.2420252561569214,0.8992058038711548
0.17820611596107483,0.9019362330436707,161,2267,,
,,161,2267,0.2588632106781006,0.9000684201717377
0.1301622986793518,0.9604052901268005,162,2281,,
,,162,2281,0.29511281847953796,0.884367150068283
0.22652080655097961,0.8913370370864868,163,2295,,
,,163,2295,0.25216051936149597,0.8886071443557739
0.12341408431529999,0.9419621825218201,164,2309,,
,,164,2309,0.2680768370628357,0.8824444651603699
0.23994427919387817,0.8738510608673096,165,2323,,
,,165,2323,0.2370854914188385,0.8929267704486847
0.1543656587600708,0.9408326148986816,166,2337,,
,,166,2337,0.2779780328273773,0.8690377593040466
0.1403506100177765,0.9383305311203003,167,2351,,
,,167,2351,0.4236840307712555,0.8009638905525207
0.14376328885555267,0.9416607618331909,168,2365,,
,,168,2365,0.2503719627857208,0.9107296288013458
0.14853709936141968,0.936098575592041,169,2379,,
,,169,2379,0.26404863595962524,0.8935183942317962
0.20950797200202942,0.8921811580657959,170,2393,,
,,170,2393,0.243464857339859,0.8910670399665832
0.1524313986301422,0.9279131889343262,171,2407,,
,,171,2407,0.22530515491962433,0.915151858329773
0.6016156673431396,0.6988459825515747,172,2421,,
,,172,2421,0.2409512996673584,0.9012305021286011
0.16051778197288513,0.9236301183700562,173,2435,,
,,173,2435,0.2898598313331604,0.8752699434757233
0.10809598863124847,0.9598912000656128,174,2449,,
,,174,2449,0.2514055669307709,0.8803202629089355
0.15045233070850372,0.915442943572998,175,2463,,
,,175,2463,0.24595968425273895,0.9016767859458923
0.1945670247077942,0.9050758481025696,176,2477,,
,,176,2477,0.25442126393318176,0.9102183878421783
0.2277255803346634,0.895929217338562,177,2491,,
,,177,2491,0.2482263743877411,0.8977854192256928
0.19478146731853485,0.9040627479553223,178,2505,,
,,178,2505,0.24771156907081604,0.9154243707656861
0.7307959794998169,0.6234411597251892,179,2519,,
,,179,2519,0.23929432034492493,0.9042154550552368
0.33868029713630676,0.79719078540802,180,2533,,
,,180,2533,0.29146140813827515,0.8744312703609467
0.17499606311321259,0.9005232453346252,181,2547,,
,,181,2547,0.4218786358833313,0.8217806398868561
0.13069158792495728,0.9415844678878784,182,2561,,
,,182,2561,0.24893465638160706,0.8985426545143127
0.093581922352314,0.9621575474739075,183,2575,,
,,183,2575,0.2527715563774109,0.8938101470470429
0.4606406092643738,0.696016252040863,184,2589,,
,,184,2589,0.2602342665195465,0.9156523942947388
0.2794232666492462,0.8837698101997375,185,2603,,
,,185,2603,0.40539970993995667,0.8153310179710388
0.5581574440002441,0.6357084512710571,186,2617,,
,,186,2617,0.24485555291175842,0.9113053619861603
0.31998077034950256,0.8652216196060181,187,2631,,
,,187,2631,0.36894482374191284,0.8223062098026276
0.14789441227912903,0.9406781196594238,188,2645,,
,,188,2645,0.243046373128891,0.8966059982776642
0.15038320422172546,0.9376003742218018,189,2659,,
,,189,2659,0.2589995265007019,0.8949016451835632
0.2591989040374756,0.9009804725646973,190,2673,,
,,190,2673,0.2231452912092209,0.9107583463191986
0.14839963614940643,0.9309616088867188,191,2687,,
,,191,2687,0.33900099992752075,0.8523254096508026
0.7103936672210693,0.7088125944137573,192,2701,,
,,192,2701,0.22745200991630554,0.897376275062561
0.13372299075126648,0.9379961490631104,193,2715,,
,,193,2715,0.38126978278160095,0.8258887112140656
0.38728460669517517,0.820040225982666,194,2729,,
,,194,2729,0.41276293992996216,0.8446639955043793
0.110605388879776,0.9646099209785461,195,2743,,
,,195,2743,0.2598385214805603,0.9019185721874237
0.26668113470077515,0.8434393405914307,196,2757,,
,,196,2757,0.24514611065387726,0.9040481090545655
0.15502116084098816,0.9187400341033936,197,2771,,
,,197,2771,0.3256324827671051,0.863322651386261
0.23530319333076477,0.8844147324562073,198,2785,,
,,198,2785,0.27193307876586914,0.9023191392421722
0.23958370089530945,0.883558988571167,199,2799,,
,,199,2799,0.2597726285457611,0.9167457103729248
0.3088640570640564,0.8401340842247009,200,2813,,
,,200,2813,0.2997124493122101,0.8761034429073333
0.07694904506206512,0.9728131294250488,201,2827,,
,,201,2827,0.2589237689971924,0.891618400812149
0.07630126923322678,0.9708333015441895,202,2841,,
,,202,2841,0.2795327305793762,0.8885644137859344
0.28407758474349976,0.8706119656562805,203,2855,,
,,203,2855,0.3249712586402893,0.8573537826538086
0.526311457157135,0.7357820868492126,204,2869,,
,,204,2869,0.27932649850845337,0.9003131747245788
0.17766159772872925,0.9035295248031616,205,2883,,
,,205,2883,0.30185434222221375,0.868322366476059
0.6190825700759888,0.7559720277786255,206,2897,,
,,206,2897,0.32165461778640747,0.8589602470397949
0.08294834196567535,0.9638453722000122,207,2911,,
,,207,2911,0.24355849623680115,0.9137770295143127
0.39064377546310425,0.6809054017066956,208,2925,,
,,208,2925,0.3283059298992157,0.8640434980392456
0.08995814621448517,0.9629514813423157,209,2939,,
,,209,2939,0.3032258152961731,0.8710763037204743
0.19234254956245422,0.8968864679336548,210,2953,,
,,210,2953,0.3050170838832855,0.8964368999004364
0.21218198537826538,0.9055354595184326,211,2967,,
,,211,2967,0.2751353681087494,0.8951899349689484
0.12578850984573364,0.9463773965835571,212,2981,,
,,212,2981,0.2802894413471222,0.8913302540779113
0.14133282005786896,0.9287060499191284,213,2995,,
,,213,2995,0.27116459608078003,0.8986509323120118
0.48916095495224,0.7974404096603394,214,3009,,
,,214,3009,0.34347647428512573,0.8760940730571747
0.10045881569385529,0.9662535190582275,215,3023,,
,,215,3023,0.2820013165473938,0.8954932987689972
0.20057538151741028,0.9156488180160522,216,3037,,
,,216,3037,0.3058648705482483,0.8713683068752289
0.09475626796483994,0.9668949246406555,217,3051,,
,,217,3051,0.2500014305114746,0.9119611263275147
0.1549501121044159,0.9429925680160522,218,3065,,
,,218,3065,0.2873370945453644,0.8966002464294434
0.06119135767221451,0.9742370843887329,219,3079,,
,,219,3079,0.2980394661426544,0.8632824122905731
0.08683821558952332,0.9628945589065552,220,3093,,
,,220,3093,0.2612845301628113,0.9030526995658874
0.13954401016235352,0.9353090524673462,221,3107,,
,,221,3107,0.2894355356693268,0.9003756880760193
0.09672850370407104,0.9542195796966553,222,3121,,
,,222,3121,0.29999247193336487,0.8791501104831696
0.14183038473129272,0.9387862682342529,223,3135,,
,,223,3135,0.2876720726490021,0.8716131806373596
0.09163844585418701,0.9594461917877197,224,3149,,
,,224,3149,0.29254159331321716,0.8722660124301911
0.08074620366096497,0.9698201417922974,225,3163,,
,,225,3163,0.3512348532676697,0.8605486750602722
0.38233745098114014,0.8171517848968506,226,3177,,
,,226,3177,0.3178803026676178,0.889882630109787
0.2905500829219818,0.8102640509605408,227,3191,,
,,227,3191,0.32029613852500916,0.896794855594635
0.132771834731102,0.9414284229278564,228,3205,,
,,228,3205,0.31594496965408325,0.9027699053287506
0.09929651021957397,0.9548156261444092,229,3219,,
,,229,3219,0.313400536775589,0.8943793177604675
0.13273736834526062,0.939655601978302,230,3233,,
,,230,3233,0.27993372082710266,0.8850740849971771
0.10802297294139862,0.9559088945388794,231,3247,,
,,231,3247,0.3106638789176941,0.8788528323173523
0.23149630427360535,0.883326530456543,232,3261,,
,,232,3261,0.3441768288612366,0.8728791415691376
0.12629960477352142,0.9408367872238159,233,3275,,
,,233,3275,0.30669236183166504,0.8948521375656128
0.13947667181491852,0.9273872375488281,234,3289,,
,,234,3289,0.30199816823005676,0.8933965802192688
0.17155933380126953,0.9243212938308716,235,3303,,
,,235,3303,0.31216517090797424,0.87945277094841
0.6847716569900513,0.7245445251464844,236,3317,,
,,236,3317,0.4215105473995209,0.8278684258460999
0.40108630061149597,0.8133137822151184,237,3331,,
,,237,3331,0.3806600868701935,0.8962238311767579
0.21145281195640564,0.8983854055404663,238,3345,,
,,238,3345,0.3511379361152649,0.8751937210559845
0.13151544332504272,0.9386881589889526,239,3359,,
,,239,3359,0.2760070860385895,0.8966107487678527
0.13145434856414795,0.9226387739181519,240,3373,,
,,240,3373,0.29595738649368286,0.8814027488231659
0.08698947727680206,0.9516835808753967,241,3387,,
,,241,3387,0.3010498583316803,0.8744815051555633
0.22942936420440674,0.8792514204978943,242,3401,,
,,242,3401,0.2799486517906189,0.902126145362854
0.22103795409202576,0.9031598567962646,243,3415,,
,,243,3415,0.3221369683742523,0.8831572234630585
0.08496122807264328,0.9614204168319702,244,3429,,
,,244,3429,0.3080568313598633,0.8955519676208497
0.07937721908092499,0.9626699686050415,245,3443,,
,,245,3443,0.4449368119239807,0.8301980018615722
0.06006869301199913,0.9770914316177368,246,3457,,
,,246,3457,0.3164028525352478,0.9103554368019104
0.19128639996051788,0.9154428243637085,247,3471,,
,,247,3471,0.2945149540901184,0.8927425801753998
0.09200842678546906,0.9550042152404785,248,3485,,
,,248,3485,0.35099664330482483,0.8663188755512238
0.37431800365448,0.8432554006576538,249,3499,,
,,249,3499,0.3313060700893402,0.8748999416828156
0.11115074902772903,0.9578151106834412,250,3513,,
,,250,3513,0.31083419919013977,0.9117884457111358
0.3213611841201782,0.8724571466445923,251,3527,,
,,251,3527,0.4043675363063812,0.8553046345710754
0.08670230209827423,0.9665825963020325,252,3541,,
,,252,3541,0.2915197014808655,0.9103185832500458
0.1164277046918869,0.953058123588562,253,3555,,
,,253,3555,0.327476441860199,0.8813423573970794
0.08181203901767731,0.9508771896362305,254,3569,,
,,254,3569,0.2869760990142822,0.9047008097171784
0.07463555037975311,0.9701957702636719,255,3583,,
,,255,3583,0.33603134751319885,0.8797704935073852
0.4062224328517914,0.7992068529129028,256,3597,,
,,256,3597,0.35650506615638733,0.8813339591026306
0.12478747218847275,0.9455363750457764,257,3611,,
,,257,3611,0.35190480947494507,0.8765708446502686
0.14816883206367493,0.9308370351791382,258,3625,,
,,258,3625,0.3225446343421936,0.8729931116104126
0.1188349723815918,0.9421232342720032,259,3639,,
,,259,3639,0.3099019527435303,0.8969673335552215
0.07465431094169617,0.9711125493049622,260,3653,,
,,260,3653,0.3142710328102112,0.9013513207435608
0.09598183631896973,0.9655427932739258,261,3667,,
,,261,3667,0.2974770665168762,0.882090276479721
0.05241667479276657,0.9801235198974609,262,3681,,
,,262,3681,0.3185456395149231,0.8876488626003265
0.11077159643173218,0.9440141916275024,263,3695,,
,,263,3695,0.345483660697937,0.8706992864608765
0.36410069465637207,0.7585436105728149,264,3709,,
,,264,3709,0.32000476121902466,0.8868455708026886
0.12433566898107529,0.9508509039878845,265,3723,,
,,265,3723,0.30248525738716125,0.9005655169486999
0.11199653148651123,0.9418500661849976,266,3737,,
,,266,3737,0.3396114706993103,0.8859411895275116
0.042792778462171555,0.9853922128677368,267,3751,,
,,267,3751,0.33610811829566956,0.8700811803340912
0.06998897343873978,0.9691418409347534,268,3765,,
,,268,3765,0.3151210844516754,0.888813054561615
0.05675993859767914,0.9769871830940247,269,3779,,
,,269,3779,0.340465784072876,0.8855530679225921
0.20422495901584625,0.9055755138397217,270,3793,,
,,270,3793,0.4029645025730133,0.8534225225448608
0.062247343361377716,0.9769910573959351,271,3807,,
,,271,3807,0.3640953600406647,0.9049710988998413
0.07464300841093063,0.9694535732269287,272,3821,,
,,272,3821,0.3358962833881378,0.9065489292144775
0.05695050209760666,0.9795721769332886,273,3835,,
,,273,3835,0.3016945719718933,0.8856771647930145
0.03775811940431595,0.9888455867767334,274,3849,,
,,274,3849,0.31586888432502747,0.8932214915752411
0.05125955492258072,0.9727234244346619,275,3863,,
,,275,3863,0.3637591302394867,0.9126494586467743
0.0752263143658638,0.9707210063934326,276,3877,,
,,276,3877,0.33263376355171204,0.9033672869205475
0.047387879341840744,0.9822654724121094,277,3891,,
,,277,3891,0.3298145532608032,0.876723301410675
0.15154008567333221,0.9291776418685913,278,3905,,
,,278,3905,0.34228867292404175,0.8729185163974762
0.15097805857658386,0.9214248657226562,279,3919,,
,,279,3919,0.3660229742527008,0.907563591003418
0.14460590481758118,0.9198390245437622,280,3933,,
,,280,3933,0.3913179337978363,0.8418570339679718
0.08385546505451202,0.9631587862968445,281,3947,,
,,281,3947,0.35286179184913635,0.884067314863205
0.28467369079589844,0.8243898153305054,282,3961,,
,,282,3961,0.3995335102081299,0.869118732213974
0.14366383850574493,0.9407871961593628,283,3975,,
