loss,iou,epoch,step
0.5186102390289307,0.8438131630420684,0,13
0.4444192051887512,0.8438131630420684,1,27
0.42275992035865784,0.8438125908374786,2,41
0.22714976966381073,0.9453308582305908,3,49
0.427790105342865,0.8438119292259216,3,55
0.4623441696166992,0.8438125908374786,4,69
0.42703133821487427,0.8438125550746918,5,83
0.4432300925254822,0.8438118457794189,6,97
0.45409148931503296,0.7601852416992188,7,99
0.42761868238449097,0.8438123941421509,7,111
0.4506126940250397,0.8438127696514129,8,125
0.4549008905887604,0.8438125908374786,9,139
0.27693819999694824,0.9021186828613281,10,149
0.4411287307739258,0.8438130736351013,10,153
0.43868666887283325,0.8438090562820435,11,167
0.4553137421607971,0.8438120543956756,12,181
0.42556923627853394,0.8438130915164948,13,195
0.4346444606781006,0.8029200434684753,14,199
0.42853450775146484,0.8438129663467407,14,209
0.46330657601356506,0.8438128232955933,15,223
0.42661672830581665,0.8438129484653473,16,237
0.27209287881851196,0.9092718958854675,17,249
0.4212246835231781,0.8438122749328614,17,251
0.43952736258506775,0.8438129663467407,18,265
0.4291516840457916,0.8438125908374786,19,279
0.43888235092163086,0.8438127696514129,20,293
0.2509673833847046,0.93548583984375,21,299
0.42483553290367126,0.8438129663467407,21,307
0.4032893180847168,0.8438129663467407,22,321
0.4707111716270447,0.8438129663467407,23,335
0.3521795868873596,0.8855724334716797,24,349
0.43961986899375916,0.8438131630420684,24,349
0.4251309037208557,0.8438131630420684,25,363
0.44232994318008423,0.8438131630420684,26,377
0.4315832257270813,0.8438132524490356,27,391
0.2753094434738159,0.9003435969352722,28,399
0.4345436692237854,0.8438133597373962,28,405
0.429004430770874,0.8438131630420684,29,419
0.43340015411376953,0.8438131630420684,30,433
0.4135083258152008,0.8438131630420684,31,447
0.42269325256347656,0.7897924184799194,32,449
0.41296035051345825,0.8438129663467407,32,461
0.41099101305007935,0.8438131630420684,33,475
0.4276553690433502,0.8438142955303192,34,489
0.22709552943706512,0.9446945190429688,35,499
0.42419949173927307,0.8438131630420684,35,503
0.4296294152736664,0.8438128352165222,36,517
0.40455538034439087,0.843813157081604,37,531
0.41687050461769104,0.8438131630420684,38,545
0.28468045592308044,0.8863449096679688,39,549
0.4314638674259186,0.8438101351261139,39,559
0.42585429549217224,0.84380983710289,40,573
0.3946231007575989,0.8438126981258393,41,587
0.2999360263347626,0.8048862218856812,42,599
0.4096234440803528,0.8438179969787598,42,601
0.4021645188331604,0.8438131809234619,43,615
0.4799822270870209,0.8438128352165222,44,629
0.39476093649864197,0.8438130497932435,45,643
0.20099090039730072,0.9156935214996338,46,649
0.3976598381996155,0.8438134849071502,46,657
0.38721221685409546,0.8438121497631073,47,671
0.4354669153690338,0.8438131630420684,48,685
0.6877160668373108,0.7627220153808594,49,699
0.4462108016014099,0.8438130557537079,49,699
